Unnamed: 0,term,tag,value,pstv,neut,ngtv,dunno,distortion
27603,шепелявий,NGTV,-0.4211,0.0693,0.4356,0.3465,0.1485,0.0832
27604,шепнути,NEUT,0.1286,0.22,0.61,0.07,0.1,0.0923
27605,шепотіла,NEUT,0.0581,0.1818,0.6136,0.0455,0.1591,0.0568
27606,шепотіти,NEUT,0.0806,0.2143,0.6786,0.0714,0.0357,0.0952
27607,шепотітися,NEUT,-0.0172,0.0714,0.6786,0.1786,0.0714,0.1
27608,шорсткість,NEUT,0.0,0.0,0.6154,0.1154,0.2692,0.0
27609,шерстити,NGTV,-0.3842,0.07,0.39,0.28,0.26,0.0875
27610,вовна,NEUT,0.381,0.37,0.52,0.03,0.08,0.0324
27611,вовняний,NEUT,0.0,0.1154,0.8077,0.0385,0.0385,0.0513
27612,шорсткість,NEUT,-0.0172,0.0714,0.6786,0.1786,0.0714,0.1
27613,шершавый,NEUT,-0.1216,0.1217,0.5652,0.2,0.113,0.1958
27614,шершень,NEUT,-0.06,0.165,0.5049,0.1942,0.1359,0.3053
27615,шест,NEUT,0.0,0.0667,0.7,0.1333,0.1,0.1
27616,шестерня,NEUT,0.0455,0.1748,0.6117,0.0971,0.1165,0.151
27617,шестигранник,NEUT,0.0806,0.24,0.76,0.0,0.0,0.0
27618,шістдесятиріччя,NEUT,0.1571,0.23,0.59,0.08,0.1,0.1078
27619,шестидесятилетний,NEUT,0.1783,0.2549,0.6176,0.0784,0.049,0.1026
27620,шестиденний,NEUT,0.0,0.1333,0.6667,0.0667,0.1333,0.1
27621,шестикласник,NEUT,0.2099,0.265,0.5897,0.0513,0.094,0.0612
27622,шестикінечний,NEUT,0.0,0.1143,0.7429,0.0571,0.0857,0.0857
27623,шестиразовий,NEUT,0.3304,0.31,0.5,0.05,0.14,0.0581
27624,шестикрилий,NEUT,0.1804,0.22,0.53,0.12,0.13,0.1855
27625,шестирічний,NEUT,0.0217,0.16,0.6,0.0,0.24,0.0
27626,шестимісячний,NEUT,0.0769,0.2,0.64,0.04,0.12,0.048
27627,Шестиструнний,NEUT,0.2364,0.2621,0.5437,0.0388,0.1553,0.0446
27628,шестикутний,NEUT,0.0357,0.1724,0.6207,0.069,0.1379,0.0966
27629,шестиэтажка,NEUT,0.0,0.0769,0.8462,0.0385,0.0385,0.0577
27630,шістнадцятиріччя,NEUT,0.416,0.4,0.51,0.02,0.07,0.021
27631,шістнадцятиповерхівка,NEUT,0.0,0.12,0.68,0.04,0.16,0.0533
27632,шістка,NGTV,-0.4749,0.1275,0.3137,0.3824,0.1765,0.1699
27633,шеф,NEUT,0.3723,0.3333,0.4797,0.0244,0.1626,0.0262
27634,шеф повар,NEUT,0.4389,0.4059,0.4851,0.0198,0.0891,0.0208
27635,шефствувати,NEUT,0.544,0.4299,0.3645,0.1121,0.0935,0.1414
27636,шия,NEUT,0.2869,0.3168,0.5743,0.0198,0.0891,0.021
27637,шибонути,NGTV,-1.0,0.0833,0.1667,0.7167,0.0333,0.093
27638,шибко,NEUT,0.2786,0.27,0.41,0.13,0.19,0.1926
27639,шиворот,NEUT,-0.0833,0.0682,0.5,0.1591,0.2727,0.0974
27640,шиворіт-навиворіт,NGTV,-0.708,0.068,0.3204,0.5728,0.0388,0.076
27641,шизофренік,NGTV,-0.9,0.0769,0.2051,0.6154,0.1026,0.0865
27642,шизофренія,NGTV,-1.0,0.09,0.15,0.71,0.05,0.1014
27643,шик,PSTV,1.0,0.72,0.16,0.0,0.12,0.0
27644,шикарный,PSTV,1.0,0.9259,0.037000000000000005,0.0,0.037000000000000005,0.0
27645,шимпанзе,NEUT,0.2563,0.2885,0.5673,0.0577,0.0865,0.0692
27646,шина,NEUT,0.0,0.04,0.88,0.0,0.08,0.0
27647,шиномонтаж,NEUT,0.0854,0.2,0.625,0.0375,0.1375,0.0445
27648,шиншила,NEUT,0.3409,0.3426,0.537,0.037000000000000005,0.0833,0.041
27649,шип,NEUT,-0.0926,0.0633,0.6203,0.2025,0.1139,0.0831
27650,шипіння,NGTV,-0.4661,0.08,0.42,0.38,0.12,0.0968
27651,шипіти,NGTV,-0.5153,0.04,0.43,0.45,0.08,0.0436
27652,шипшина,NEUT,0.407,0.375,0.4904,0.0192,0.1154,0.0202
27653,шипучий,NEUT,0.0543,0.17,0.58,0.14,0.11,0.2553
27654,шипучка,NEUT,0.3257,0.3,0.49,0.11,0.1,0.1503
27655,ширина,NEUT,0.0556,0.2,0.68,0.0,0.12,0.0
27656,ширінька,NEUT,0.0,0.08,0.8,0.0,0.12,0.0
27657,ширма,NEUT,0.0,0.125,0.5,0.0625,0.3125,0.0938
27658,широкий,NEUT,0.2436,0.2843,0.5784,0.0588,0.0784,0.071
27659,широкодоступний,PSTV,0.66,0.5288,0.3365,0.0673,0.0673,0.0759
27660,Широконосий,NEUT,-0.2263,0.1,0.49,0.23,0.18,0.1435
27661,широкоплечий,NEUT,0.3571,0.3208,0.4811,0.0377,0.1604,0.0422
27662,широкоформатный,NEUT,0.3898,0.35,0.48,0.05,0.12,0.0571
27663,широкоекранний,NEUT,0.2119,0.2745,0.6078,0.0294,0.0882,0.0326
27664,широта,NEUT,0.0,0.16,0.8,0.0,0.04,0.0
27665,широчайший,NEUT,0.4535,0.3942,0.4519,0.0481,0.1058,0.0539
27666,широченный,NEUT,0.0217,0.16,0.6,0.04,0.2,0.05
27667,ширвжиток,NGTV,-0.9,0.0238,0.1905,0.5714,0.2143,0.0248
27668,шити,NEUT,0.3537,0.3465,0.5248,0.0495,0.0792,0.0566
27669,шиття,NEUT,0.3392,0.3448,0.5431,0.0431,0.069,0.0485
27670,шифр,NEUT,0.0,0.12,0.72,0.0,0.16,0.0
27671,шифровка,NEUT,0.0806,0.18,0.57,0.11,0.14,0.1772
27672,шишечка,NEUT,0.4661,0.3725,0.4118,0.0784,0.1373,0.0949
27673,шишка,NEUT,0.1176,0.2039,0.5825,0.1068,0.1068,0.1627
27674,шкатулка,NEUT,0.0769,0.2,0.64,0.0,0.16,0.0
27675,скринька,NEUT,0.5382,0.4563,0.4078,0.068,0.068,0.0781
27676,шафа,NEUT,0.2159,0.2692,0.5897,0.0833,0.0577,0.1091
27677,шафка,NEUT,0.3538,0.3558,0.5385,0.0673,0.0385,0.08
27678,шквал,NGTV,-0.375,0.1,0.4,0.28,0.22,0.1357
27679,шкирка,NGTV,-0.381,0.0991,0.3784,0.2793,0.2432,0.1343
27680,шкода,NGTV,-0.6792,0.0952,0.2762,0.4571,0.1714,0.1151
27681,шкодить,NGTV,-0.9545,0.0833,0.1667,0.5833,0.1667,0.0952
27682,школа,NEUT,0.2581,0.3333,0.3922,0.1765,0.098,0.2699
27683,школяр,NEUT,0.3258,0.31,0.45,0.13,0.11,0.1845
27684,школярка,NEUT,0.5081,0.4118,0.402,0.049,0.1373,0.0549
27685,школьный,NEUT,0.2017,0.2435,0.5391,0.1391,0.0783,0.2186
27686,шкура,NEUT,-0.2647,0.09,0.5,0.26,0.15,0.1212
27687,шкурка,NEUT,0.0,0.08,0.64,0.04,0.24,0.06
27688,шлагбаум,NEUT,0.0556,0.2,0.68,0.04,0.08,0.048
27689,шланг,NEUT,0.0,0.12,0.8,0.04,0.04,0.0533
27690,шолом,NEUT,0.4098,0.37,0.48,0.06,0.09,0.0697
27691,ляпас,NGTV,-0.3887,0.1182,0.4273,0.3364,0.1182,0.1597
27692,шліфування,NEUT,0.0921,0.2143,0.6571,0.0286,0.1,0.0324
27693,шліфувати,NEUT,0.3017,0.3069,0.5347,0.0495,0.1089,0.0575
27694,шліфування,NEUT,0.0172,0.2,0.76,0.04,0.0,0.048
27695,капелюх,NEUT,-0.1,0.0741,0.6667,0.2222,0.037000000000000005,0.0988
27696,шляпка,NEUT,0.3115,0.33,0.56,0.03,0.08,0.0327
27697,капелюшний,NEUT,-0.0543,0.0882,0.5686,0.1667,0.1765,0.1349
27698,шлятися,NGTV,-1.0,0.0,0.12,0.84,0.04,0.0
27699,шлёпанец,NEUT,0.1757,0.2475,0.604,0.0792,0.0693,0.1046
27700,шльопання,NGTV,-0.4,0.0948,0.4483,0.3362,0.1207,0.1216
27701,шльопати,NGTV,-0.368,0.15,0.38,0.38,0.09,0.2092
27702,шльопати,NGTV,-0.5429999999999999,0.11,0.34,0.41,0.14,0.1395
27703,шлёпнуть,NGTV,-0.6466,0.1176,0.3235,0.4902,0.0686,0.1459
27704,шльопнути,NGTV,-0.7091,0.11,0.29,0.52,0.08,0.1333
27705,джмелині,NEUT,0.0,0.0741,0.5926,0.037000000000000005,0.2963,0.0556
27706,джміль,NEUT,0.0769,0.2,0.64,0.04,0.12,0.048
27707,шмаття,NGTV,-0.6842,0.12,0.31,0.52,0.05,0.1477
27708,шмигання,NGTV,-0.7031,0.0541,0.3063,0.5405,0.0991,0.0595
27709,шмыгать,NGTV,-0.5244,0.0686,0.3922,0.4216,0.1176,0.0798
27710,шмыгнуть,NEUT,-0.0172,0.04,0.76,0.2,0.0,0.048
27711,шмякнуться,NGTV,-0.9231,0.04,0.2,0.64,0.12,0.0425
27712,шнур,NEUT,0.0,0.16,0.72,0.0,0.12,0.0
27713,шнурувати,NEUT,0.0,0.16,0.8,0.0,0.04,0.0
27714,шнурок,NEUT,0.0769,0.1852,0.5926,0.037000000000000005,0.1852,0.0444
27715,шов,NEUT,0.1,0.2174,0.6522,0.0145,0.1159,0.0155
27716,шок,NGTV,-0.5124,0.1471,0.3333,0.451,0.0686,0.195
27717,шокувати,NGTV,-0.5124,0.1089,0.3861,0.4158,0.0891,0.1374
27718,шоковий,NGTV,-0.8445,0.049,0.2549,0.6569,0.0392,0.0527
27719,шоколад,PSTV,0.9643,0.72,0.2,0.04,0.04,0.0422
27720,шоколадка,PSTV,0.9444,0.68,0.2,0.04,0.08,0.0424
27721,шоколадний,PSTV,0.6591,0.5577,0.3558,0.0481,0.0385,0.0522
27722,шопінг,NEUT,0.4195,0.3839,0.3661,0.1339,0.1161,0.1806
27723,шепіт,NEUT,0.0581,0.1905,0.6429,0.0476,0.119,0.0595
27724,шопінг,NEUT,0.4474,0.4158,0.4851,0.0594,0.0396,0.0679
27725,шерех,NEUT,0.0,0.0784,0.6569,0.0882,0.1765,0.1481
27726,шосе,NEUT,0.0,0.08,0.68,0.0,0.24,0.0
27727,шосейний,NEUT,0.0,0.1481,0.5926,0.0,0.2593,0.0
27728,шотландський,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27729,шоу,NEUT,0.4652,0.37,0.41,0.08,0.14,0.0973
27730,шоу бізнес,NEUT,0.1846,0.2375,0.5063,0.1438,0.1125,0.2308
27731,шофёр,NEUT,0.0143,0.1935,0.7419,0.0645,0.0,0.086
27732,шпагат,NEUT,0.0,0.16,0.72,0.04,0.08,0.05
27733,шпаклівка,NEUT,0.1,0.1786,0.5357,0.0714,0.2143,0.1
27734,шпала,NEUT,0.0,0.0656,0.5246,0.1311,0.2787,0.0984
27735,шпана,NGTV,-0.9643,0.04,0.2,0.72,0.04,0.0422
27736,шпаргалка,NEUT,0.0276,0.3148,0.2963,0.2963,0.0926,0.5752
27737,шпарить,NEUT,0.1849,0.3039,0.3333,0.1961,0.1667,0.3226
27738,шпатель,NEUT,0.0,0.08,0.64,0.04,0.24,0.06
27739,шпилька,NEUT,0.1923,0.24,0.56,0.08,0.12,0.1067
27740,шпинат,NEUT,0.3692,0.31,0.45,0.08,0.16,0.1006
27741,шпигун,NGTV,-0.5826,0.068,0.3592,0.4563,0.1165,0.0781
27742,шпигувати,NGTV,-0.9,0.0714,0.2143,0.6429,0.0714,0.0794
27743,шпигунка,NGTV,-0.4034,0.1346,0.3462,0.3654,0.1538,0.1842
27744,шпигунський,NGTV,-0.46,0.0594,0.4455,0.396,0.099,0.0683
27745,шпигунство,NGTV,-0.677,0.1,0.31,0.51,0.08,0.1196
27746,шпора,NEUT,-0.1429,0.1346,0.5385,0.2019,0.125,0.2244
27747,шприц,NEUT,0.0294,0.1731,0.6346,0.125,0.0673,0.2153
27748,шрам,NGTV,-0.5753,0.0769,0.3846,0.4786,0.0598,0.0893
27749,шрамик,NEUT,-0.3234,0.1584,0.3366,0.3465,0.1584,0.2308
27750,шрифт,NEUT,0.0172,0.1852,0.7037,0.0,0.1111,0.0
27751,штаб,NEUT,0.0,0.1724,0.7241,0.0345,0.069,0.0414
27752,штамп,NEUT,0.0,0.1481,0.7778,0.0,0.0741,0.0
27753,штампувати,NEUT,0.0649,0.18,0.53,0.15,0.14,0.275
27754,штанга,NEUT,0.0,0.12,0.64,0.04,0.2,0.0533
27755,штанина,NEUT,0.0,0.1304,0.7174,0.0652,0.087,0.0978
27756,штанці,NEUT,0.5244,0.43,0.4,0.06,0.11,0.0684
27757,штани,NEUT,0.0,0.0741,0.8148,0.037000000000000005,0.0741,0.0556
27758,штат,NEUT,0.1,0.2333,0.7,0.0333,0.0333,0.0381
27759,штатив,NEUT,0.0357,0.2,0.72,0.04,0.04,0.048
27760,штиль,NEUT,0.1667,0.2,0.5,0.1,0.2,0.15
27761,штора,NEUT,0.0357,0.1923,0.6923,0.0385,0.0769,0.0462
27762,шторка,NEUT,0.275,0.3069,0.5743,0.0297,0.0891,0.0326
27763,шторм,NGTV,-1.0,0.0667,0.1667,0.7667,0.0,0.0725
27764,штормовий,NGTV,-0.575,0.0588,0.3627,0.451,0.1275,0.0665
27765,штраф,NGTV,-0.9375,0.0,0.2143,0.7143,0.0714,0.0
27766,штрафний,NGTV,-1.0,0.0,0.1154,0.8462,0.0385,0.0
27767,штрафувати,NGTV,-1.0,0.08,0.16,0.68,0.08,0.0894
27768,штрафстоянка,NGTV,-0.9,0.0385,0.2308,0.6923,0.0385,0.0406
27769,штрих,NEUT,0.0,0.04,0.84,0.04,0.08,0.08
27770,штрихування,NEUT,0.0,0.08,0.8,0.04,0.08,0.06
27771,штрудель,NEUT,0.4921,0.42,0.43,0.04,0.11,0.0438
27772,штука,NEUT,0.087,0.2308,0.7179,0.0,0.0513,0.0
27773,штукатур,NEUT,0.1,0.1935,0.5806,0.0323,0.1935,0.0376
27774,штукатурити,NEUT,0.1757,0.25,0.61,0.04,0.1,0.0464
27775,штукатурка,NEUT,0.0,0.1923,0.7692,0.0,0.0385,0.0
27776,штукатурний,NEUT,0.0122,0.1591,0.6136,0.0682,0.1591,0.0974
27777,штукенція,NEUT,0.161,0.2149,0.5455,0.1074,0.1322,0.1612
27778,штуковина,NEUT,0.1579,0.2193,0.5614,0.0789,0.1404,0.1074
27779,штурм,NGTV,-0.6203,0.0932,0.3305,0.4661,0.1102,0.1119
27780,штурмової,NEUT,-0.2838,0.0874,0.5146,0.2816,0.1165,0.1145
27781,штучка,NEUT,0.0556,0.2,0.68,0.0,0.12,0.0
27782,штучний,NEUT,0.1,0.2174,0.6522,0.0652,0.0652,0.0848
27783,шуба,NEUT,0.3077,0.2772,0.4752,0.1089,0.1386,0.1517
27784,шубка,NEUT,0.5192,0.4320000000000001,0.408,0.056,0.104,0.0633
27785,Шугай,NGTV,-0.9857,0.0833,0.1667,0.6389,0.1111,0.0942
27786,шулерство,NGTV,-1.0,0.0,0.1154,0.7308,0.1538,0.0
27787,шум,NGTV,-0.4194,0.06,0.48,0.38,0.08,0.0695
27788,шуміти,NGTV,-0.6026,0.099,0.3465,0.4653,0.0891,0.1201
27789,галас,NGTV,-0.8455,0.0777,0.233,0.6019,0.0874,0.0877
27790,шумливый,NGTV,-0.6074,0.098,0.3529,0.4804,0.0686,0.118
27791,галасливий,NGTV,-0.5579,0.0686,0.3725,0.4412,0.1176,0.0793
27792,шуруп,NEUT,0.0,0.12,0.84,0.0,0.04,0.0
27793,шуруповерт,NEUT,0.3491,0.297,0.4554,0.0495,0.198,0.0578
27794,шурхіт,NEUT,-0.0402,0.1553,0.6117,0.1748,0.0583,0.2934
27795,шарудіти,NEUT,-0.07,0.0971,0.6019,0.1845,0.1165,0.1482
27796,шустрик,PSTV,0.9783,0.6,0.16,0.0,0.24,0.0
27797,спритний,PSTV,0.6915,0.5556,0.3248,0.0256,0.094,0.0268
27798,блазень,PSTV,0.7184,0.4902,0.2549,0.1275,0.1275,0.1606
27799,шутить,PSTV,0.9706,0.7674,0.2093,0.0233,0.0,0.024
27800,шутка,PSTV,0.7913,0.6262,0.2804,0.0561,0.0374,0.0611
27801,жартівливість,PSTV,0.9179,0.6949,0.2203,0.0339,0.0508,0.0356
27802,жартівливий,PSTV,0.9,0.7273,0.2424,0.0,0.0303,0.0
27803,жартівник,PSTV,0.588,0.49,0.38,0.08,0.05,0.0931
27804,жартівниця,PSTV,0.612,0.4811,0.3491,0.0849,0.0849,0.0999
27805,блазня,NEUT,-0.2403,0.219,0.2476,0.3524,0.181,0.3552
27806,блазнювання,NEUT,-0.0618,0.2381,0.4095,0.2762,0.0762,0.4433
27807,жарт,PSTV,0.6884,0.5446,0.2178,0.1782,0.0594,0.2365
27808,жартівливий,PSTV,0.8514,0.6238,0.2376,0.0594,0.0792,0.0651
27809,шухер,NGTV,-0.9286,0.0244,0.1951,0.6341,0.1463,0.0253
27810,нашіптування,NGTV,-0.7204,0.13,0.27,0.51,0.09,0.1631
27811,шушукатися,NGTV,-0.9,0.0811,0.2162,0.6486,0.0541,0.0912
27812,шовковий,NEUT,0.4452,0.3932,0.4615,0.0427,0.1026,0.0474
27813,шепіт,NEUT,0.0,0.1111,0.8148,0.037000000000000005,0.037000000000000005,0.0494
27814,шерстка,NEUT,0.4915,0.39,0.4,0.07,0.14,0.0826
27815,ща,NEUT,-0.2708,0.1143,0.419,0.2381,0.2286,0.1691
27816,щавель,NEUT,0.3974,0.35,0.47,0.08,0.1,0.0983
27817,щадити,PSTV,1.0,0.76,0.12,0.08,0.04,0.0884
27818,щебет,NEUT,0.4828,0.3725,0.3922,0.0392,0.1961,0.0433
27819,щебетання,NEUT,0.5079,0.4257,0.4158,0.0495,0.1089,0.0553
27820,щебетати,NEUT,0.475,0.39,0.42,0.06,0.13,0.0692
27821,франтівською,NEUT,-0.0161,0.2261,0.313,0.2348,0.2261,0.4438
27822,щедрість,PSTV,1.0,0.84,0.12,0.0,0.04,0.0
27823,щедрий,PSTV,1.0,0.88,0.04,0.0,0.08,0.0
27824,щока,NEUT,0.2881,0.31,0.56,0.04,0.09,0.0452
27825,щокатий,NEUT,0.0949,0.3,0.37,0.24,0.09,0.4320000000000001
27826,лоскотання,PSTV,0.5526,0.4336,0.3717,0.0708,0.1239,0.0824
27827,лоскотати,NEUT,0.4358,0.4412,0.3529,0.1667,0.0392,0.2296
27828,щекотка,PSTV,0.6538,0.51,0.33,0.07,0.09,0.0796
27829,щигля,NGTV,-0.8136,0.0472,0.2547,0.6038,0.0943,0.0509
27830,щелкунчик,NEUT,0.3115,0.3267,0.5545,0.0495,0.0693,0.057
27831,клацання,NEUT,0.0,0.1154,0.8462,0.0385,0.0,0.0513
27832,щілину,NEUT,0.0,0.12,0.61,0.12,0.15,0.24
27833,щемить,NGTV,-1.0,0.0345,0.1034,0.8276,0.0345,0.0359
27834,цуценя,NEUT,0.5323,0.3143,0.2857,0.0667,0.3333,0.0808
27835,щеня,PSTV,0.6549,0.5688,0.3670000000000001,0.0183,0.0459,0.0189
27836,цуценятко,PSTV,0.9643,0.72,0.2,0.04,0.04,0.0422
27837,щеняче,NEUT,0.5227,0.4423,0.4135,0.0481,0.0962,0.0533
27838,тріска,NEUT,0.0,0.1628,0.6512,0.0698,0.1163,0.0997
27839,щіпка,NEUT,0.1,0.1964,0.5893,0.0714,0.1429,0.0974
27840,трісочка,NEUT,0.2431,0.27,0.55,0.01,0.17,0.0104
27841,щетина,NEUT,0.0056,0.1429,0.5619,0.1333,0.1619,0.2578
27842,щетинистий,NEUT,-0.125,0.0882,0.5489999999999999,0.1961,0.1667,0.1279
27843,щі,NEUT,0.4661,0.3762,0.4158,0.0495,0.1584,0.056
27844,щипаный,NGTV,-0.4623,0.06,0.38,0.34,0.22,0.0706
27845,щипати,NGTV,-0.4435,0.0594,0.4554,0.3861,0.099,0.0685
27846,щипаться,NGTV,-0.7232,0.0495,0.2871,0.5347,0.1287,0.0541
27847,щіпнуть,NGTV,-0.4048,0.0385,0.4808,0.3654,0.1154,0.0425
27848,щипок,NGTV,-0.3897,0.0962,0.375,0.2788,0.25,0.1293
27849,щипці,NEUT,0.0806,0.1875,0.5938,0.0625,0.1563,0.0833
27850,щит,PSTV,0.5915,0.4828,0.3707,0.0431,0.1034,0.047
27851,щітоносец,NEUT,0.2075,0.2427,0.5437,0.0971,0.1165,0.1359
27852,щука,NEUT,0.25,0.28,0.56,0.11,0.05,0.1532
27853,щупальце,NEUT,0.0,0.1176,0.6275,0.1176,0.1373,0.2353
27854,мацати,NEUT,0.0,0.16,0.76,0.04,0.04,0.05
27855,щупленький,NGTV,-0.5297,0.1,0.35,0.39,0.16,0.1256
27856,щулити,NEUT,-0.1667,0.0943,0.5189,0.2075,0.1792,0.1372
27857,щуриться,NEUT,0.0,0.0645,0.6452,0.129,0.1613,0.0968
27858,щучка,NEUT,0.1923,0.233,0.5437,0.0777,0.1456,0.1036
27859,клацання,NEUT,0.0,0.129,0.8065,0.0645,0.0,0.0968
27860,клацання,NEUT,0.0,0.1068,0.6505,0.1553,0.0874,0.1802
27861,клацати,NEUT,0.0313,0.165,0.6019,0.0971,0.1359,0.1542
27862,клацнути,NEUT,0.0,0.1333,0.7333,0.0667,0.0667,0.1
27863,щілинки,NEUT,0.0,0.1111,0.6667,0.037000000000000005,0.1852,0.0494
27864,щітка,NEUT,0.0806,0.2,0.6333,0.0333,0.1333,0.0389
27865,щёточка,NEUT,0.0,0.1923,0.7692,0.0,0.0385,0.0
27866,щічка,PSTV,0.7105,0.54,0.3,0.03,0.13,0.0317
27867,и,NEUT,-0.1,0.0606,0.4545,0.1515,0.3333,0.0848
27868,евакуатор,NEUT,0.0,0.1786,0.7143,0.0357,0.0714,0.0429
27869,евакуація,NEUT,-0.1739,0.26,0.28,0.37,0.09,0.4427
27870,эвакуировать,NEUT,0.1017,0.28,0.36,0.22,0.14,0.3929
27871,эвакуироваться,NEUT,-0.1933,0.2308,0.3269,0.3558,0.0865,0.3805
27872,евкаліпт,NEUT,0.3793,0.3208,0.4528,0.0189,0.2075,0.02
27873,евкаліптовий,NEUT,0.339,0.3235,0.5098,0.049,0.1176,0.0564
27874,эволюционирование,PSTV,1.0,0.7308,0.1538,0.0769,0.0385,0.085
27875,еволюціонувати,PSTV,1.0,0.84,0.08,0.08,0.0,0.0876
27876,еволюційний,PSTV,0.6203,0.55,0.39,0.0,0.06,0.0
27877,еволюція,PSTV,0.7973,0.5784,0.2549,0.1078,0.0588,0.1279
27878,эго,NEUT,-0.2041,0.1386,0.4356,0.2376,0.1881,0.2195
27879,егоїзм,NGTV,-1.0,0.04,0.16,0.76,0.04,0.0421
27880,эгоист,NGTV,-1.0,0.0,0.0385,0.9231,0.0385,0.0
27881,егоїстично,NGTV,-1.0,0.037000000000000005,0.0741,0.8148,0.0741,0.0387
27882,егоїстичний,NGTV,-0.9231,0.04,0.2,0.64,0.12,0.0425
27883,эгоистичность,NGTV,-1.0,0.0,0.08,0.84,0.08,0.0
27884,егоїстичний,NGTV,-1.0,0.0,0.0741,0.9259,0.0,0.0
27885,егоїстка,NGTV,-1.0,0.037000000000000005,0.037000000000000005,0.8519,0.0741,0.0386
27886,екватор,NEUT,0.1,0.2121,0.6364,0.0606,0.0909,0.0779
27887,іспит,NEUT,-0.1983,0.1765,0.4902,0.2941,0.0392,0.2824
27888,екзаменатор,NEUT,0.1154,0.2233,0.466,0.165,0.1456,0.287
27889,экзаменовать,NEUT,0.0,0.06,0.68,0.12,0.14,0.09
27890,экзотика,NEUT,0.5483,0.4953,0.4299,0.0187,0.0561,0.0194
27891,екзотично,NEUT,0.3824,0.3333,0.4667,0.0571,0.1429,0.0669
27892,екзотичний,NEUT,0.4362,0.3929,0.4732,0.0446,0.0893,0.0497
27893,экзотичность,PSTV,0.5609,0.4216,0.3529,0.0784,0.1471,0.093
27894,екзотичний,PSTV,0.6176,0.5437,0.3883,0.0194,0.0485,0.0201
27895,екіпаж,NEUT,0.1563,0.2393,0.6154,0.0256,0.1197,0.0284
27896,екіпіруватися,NEUT,0.3609,0.33,0.49,0.05,0.13,0.0576
27897,екіпірування,NEUT,0.2091,0.26,0.58,0.03,0.13,0.0335
27898,еклер,PSTV,0.9444,0.68,0.2,0.04,0.08,0.0424
27899,еколог,PSTV,0.5806,0.48,0.38,0.07,0.07,0.0802
27900,экологический,PSTV,0.7925,0.5545,0.2475,0.0891,0.1089,0.1034
27901,экология,PSTV,0.684,0.57,0.34,0.02,0.07,0.0207
27902,эконом,NEUT,0.2212,0.2427,0.5243,0.1262,0.1068,0.1918
27903,економіка,NEUT,0.2168,0.2673,0.5842,0.0396,0.1089,0.0455
27904,економіст,NEUT,0.3504,0.3564,0.5446,0.0594,0.0396,0.0693
27905,экономить,PSTV,0.5870000000000001,0.45,0.35,0.09,0.11,0.108
27906,экономически,NEUT,0.0769,0.2041,0.6531,0.0408,0.102,0.049
27907,экономический,NEUT,0.2692,0.297,0.5644,0.0396,0.099,0.0449
27908,экономичность,PSTV,0.6163,0.53,0.38,0.04,0.05,0.043
27909,экономичный,PSTV,0.6591,0.5743,0.3663,0.0396,0.0198,0.0423
27910,экономия,NEUT,0.4372,0.3824,0.4216,0.1176,0.0784,0.1538
27911,економка,NEUT,0.3839,0.3173,0.4423,0.0673,0.1731,0.0816
27912,экономность,PSTV,0.7437,0.5842,0.297,0.0198,0.099,0.0205
27913,економний,PSTV,0.5579,0.45,0.38,0.1,0.07,0.1222
27914,экран,NEUT,0.0,0.12,0.76,0.0,0.12,0.0
27915,екранізація,NEUT,0.0,0.1786,0.7143,0.0,0.1071,0.0
27916,екранізувати,NEUT,0.4076,0.3529,0.4608,0.0196,0.1667,0.0207
27917,екранний,NEUT,0.0,0.12,0.68,0.0,0.2,0.0
27918,екс-президент,NEUT,0.0,0.1333,0.5667,0.0667,0.2333,0.1
27919,екскаватор,NEUT,0.0,0.12,0.8,0.04,0.04,0.0533
27920,екскаваторник,NEUT,0.1,0.1923,0.5769,0.0385,0.1923,0.0462
27921,ексклюзив,PSTV,1.0,0.72,0.12,0.04,0.12,0.0422
27922,ексклюзивність,PSTV,0.636,0.5196,0.3529,0.0392,0.0882,0.0422
27923,эксклюзивный,PSTV,0.6639,0.54,0.34,0.08,0.04,0.0919
27924,екскрементів,NGTV,-0.4685,0.12,0.34,0.38,0.16,0.1579
27925,экскурс,NEUT,0.343,0.3063,0.4775,0.0631,0.1532,0.076
27926,экскурсия,NEUT,0.5137,0.4762,0.4571,0.019,0.0476,0.0198
27927,экскурсовод,NEUT,0.3361,0.3333,0.5294,0.049,0.0882,0.0562
27928,експансія,NEUT,-0.2567,0.1881,0.198,0.3069,0.3069,0.3034
27929,экспедитор,NEUT,0.257,0.2673,0.5248,0.0396,0.1683,0.0455
27930,экспедиция,NEUT,0.5149,0.434,0.4151,0.0283,0.1226,0.0301
27931,эксперимент,NEUT,0.4449,0.4,0.47,0.05,0.08,0.0563
27932,экспериментаторство,NEUT,0.3976,0.3762,0.505,0.0495,0.0693,0.056
27933,экспериментирование,NEUT,0.0556,0.2,0.68,0.0,0.12,0.0
27934,экспериментировать,NEUT,0.5146,0.4608,0.4412,0.0686,0.0294,0.0788
27935,эксперт,PSTV,0.9146,0.6944,0.2222,0.0278,0.0556,0.0289
27936,экспертиза,NEUT,0.2179,0.2642,0.5755,0.0943,0.066,0.128
27937,экспертный,PSTV,0.9,0.7241,0.2414,0.0,0.0345,0.0
27938,эксплуататорский,NGTV,-0.9375,0.0588,0.1765,0.5882,0.1765,0.0647
27939,экспозиция,NEUT,0.0854,0.2162,0.6757,0.0541,0.0541,0.0676
